id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
759466,09005722514002231000000000U6,TACOS DE SUADERO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ORIENTE 183,CALLE,NORTE 72-B,CALLE,NORTE 72-C,CALLE,ORIENTE 185,62,,,,NA,,COLONIA,VILLAHERMOSA,,,,7410,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero,0830,1,,,,Fijo,19.50086907,-99.09179331,2010-07
775889,09007722514002091000000000U0,TACOS DE SUADERO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,NINGUNO,CALLE,MANUEL CALERO,CALLE,LUIS JASSO,CALLE,PRIVADA DE CALERO,NA,SN,,,NA,,COLONIA,SANTA MARTHA ACATITLA SUR,,,,9510,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,0619,25,5534510373,,,Semifijo,19.37337442,-99.01782851,2010-07
676224,09005433430000041010000000U0,TACOS DE SUADERO SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,INSURGENTES NORTE,CALLE,PONIENTE 116,ANDADOR,SIN NOMBRE,ANDADOR,SIN REFERENCIA,NA,SN,,,NA,,COLONIA,CAPULTITLAN,,,,7370,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero,1400,3,,,,Semifijo,19.47781772,-99.13247684999999,2014-12
743460,09017722514002831000000000U8,TACOS DE SUADERO SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,NINGUNO,EJE VIAL,1 NORTE (MIGUEL LEBRIJA),EJE VIAL,1 NORTE (MIGUEL LEBRIJA),EJE VIAL,1 NORTE (MIGUEL LEBRIJA),NA,SN,OTRO CONGLOMERADO,ANDEN,NA,,COLONIA,AMPL ADOLFO LOPEZ MATEOS,,METRO PANTITLAN LINEA AMARILLA,SN,15740,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,1030,37,,,,Semifijo,19.41655709,-99.07420955,2014-12
793538,09007722212000941000000000U9,TACOS DE SUADERO SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,4 FRANCISCO MENA,CALLE,1 FRANCISCO MENA,CALLE,CAMPAÑA DEL ÉBANO,AVENIDA,DÍAZ SOTO Y GAMA,1,MZA 1,,,NA,,COLONIA,UNIDAD VICENTE GUERRERO,,,,9200,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,1049,19,,,,Fijo,19.36053326,-99.05343548,2014-12
944620,09011722514001481000000000U6,TACOS DE SUADERO SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,CALZADA TLAHUAC-CHALCO,CALLE,ACATLACHO,CALLE,RAFAEL CASTILLO,CALLE,CERRADA SANTIAGO DE CUBA,NA,SN,,,NA,,COLONIA,HABANA,,,,13050,9,Ciudad de México,11,Tláhuac,1,Tláhuac,0452,28,,,,Semifijo,19.26589581,-98.99894213999998,2014-12
8228076,09016722514005941000000000U4,TACOS DE SUADERO SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,PERIFERICO,BOULEVARD MANUEL AVILA CAMACHO,BOULEVARD,MANUEL AVILA CAMACHO,BOULEVARD,MANUEL AVILA CAMACHO,CALLE,NINGUNO,NA,SN,,,NA,,COLONIA,IRRIGACION,,,,11600,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,0514,9,,,,Semifijo,19.44239025,-99.21621499000001,2019-11
7924088,09011722514002571000000000U3,TACOS DE SUADERO SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ANDRES MELLADO,CALLE,SEBASTIAN TREJO,CALLE,FRANCISCO JIMENEZ,CALLE,LUCIANO BECERRA,NA,SN,,,NA,,COLONIA,LA CONCHITA ZAPOTITLAN,,,,13360,9,Ciudad de México,11,Tláhuac,1,Tláhuac,065A,21,,,,Fijo,19.29036559,-99.03619632,2019-11
878126,09009722212001691000000000U5,TACOS DE SUADERO SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,AVENIDA YUCATAN NORTE,CALLE,GUANAJUATO ORIENTE,CALLE,MICHOACAN ORIENTE,CALLE,QUERÉTARO,394,,MERCADO PUBLICO,CORREDOR,0,,PUEBLO,VILLA MILPA ALTA,MERCADO PUBLICO,MERCADO DE ANTOJITOS 394,7,12000,9,Ciudad de México,9,Milpa Alta,1,Villa Milpa Alta,0327,25,,,,Fijo,19.1924574,-99.02146724,2010-07
7903420,09007722514011261000000000U8,TACOS DE SUADERO SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),CALLE,LUIS COVARRUBIAS IBARRA,CALLE,SAN FELIPE DE JESUS,CALLEJON,LUIS COVARRUBIAS IBARRA,NA,SN,,,NA,,COLONIA,BARRIO SAN MIGUEL,,,,9360,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,1246,5,5549232185,,,Semifijo,19.35108295,-99.07468833,2019-11
743474,09017722514002221000000000U2,TACOS DE SUADERO SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,NINGUNO,EJE VIAL,1 NORTE (MIGUEL LEBRIJA),EJE VIAL,1 NORTE (MIGUEL LEBRIJA),EJE VIAL,1 NORTE (MIGUEL LEBRIJA),NA,SN,OTRO CONGLOMERADO,ANDEN,NA,,COLONIA,AMPLIACION AVIACION CIVIL,,METRO PANTITLAN LINEA AMARILLA,SN,15740,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,1030,37,,,,Semifijo,19.41655709,-99.07420955,2014-12
869760,09014722514002762001000000U2,TACOS DE SUADERO SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,CALLE,ALTADENA,CALLE,DAKOTA,AVENIDA,INSURGENTES SUR,CALLE,MARICOPA,NA,SN,,,NA,,COLONIA,NAPOLES,,,,3810,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,0219,8,,,,Semifijo,19.39558379,-99.17214244,2014-12
847800,09003722212001081000000000U2,TACOS DE SUADERO GUS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,DALIAS,AVENIDA,ANTONIO DELFIN MADRIGAL,CALLE,NINGUNO,AVENIDA,ANTONIO DELFÍN MADRIGAL,0,SN,,,0,,COLONIA,PEDREGAL DE SANTO DOMINGO,,,,4369,9,Ciudad de México,3,Coyoacán,1,Coyoacán,0770,25,,,,Semifijo,19.32358234,-99.17298937999999,2010-07
7730080,09012722514005041000000000U2,TACOS DE SUADERO SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,SANTA URSULA,CALLE,CUAUTLA,AVENIDA,INSURGENTES SUR,CALLE,ARENAL,NA,SN,,,NA,,PUEBLO,PUEBLO SANTA URSULA XITLA,,,,14420,9,Ciudad de México,12,Tlalpan,1,Tlalpan,0939,2,,,,Semifijo,19.28331161,-99.176370790000007,2019-11
8726027,09017722514006611000000000U0,TACOS DE SUADERO SIN NOMBRE AN19 20,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,GENERAL IGNACIO ZARAGOZA,CALZADA,MANZANA O EDIFICACION CONTIGUA,CALLE,NINGUNO,PEATONAL,NINGUNO,NA,SN,OTRO CONGLOMERADO,ANDEN,NA,,COLONIA,CUATRO ARBOLES,,METRO ZARAGOZA,AN19 20,15730,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,1257,1,,,,Semifijo,19.4120217,-99.08181366000001,2019-11
7595215,09012722514005801000000000U9,TACOS DE SUADERO SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,BENITO JUAREZ,CALLE,EMILIANO ZAPATA,CALLE,CALLEJON CHAPULTEPEC,CALLE,CAMPO FLORIDO,29,B,,,NA,,PUEBLO,SAN MIGUEL TOPILEJO,,,,14500,9,Ciudad de México,12,Tlalpan,27,San Miguel Topilejo,2028,10,,,,Fijo,19.20200112,-99.14434505,2019-11
9038889,09007722514016461000000000U9,TACOS DE SUADERO Y LONGANIZA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CEDRO,CALLE,ÁLAMOS,CALLE,NIÑOS HEROES,CALLE,FRANCISCO I. MADERO,NA,SN,,,118,,COLONIA,CAMPESTRE POTRERO,,,,9637,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,426A,25,,,,Fijo,19.32745193,-98.97570953999998,2019-11
974393,09014722212009151000000000U2,TACOS DE SUADERO Y LONGANIZA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,CALZADA DE TLALPAN,CALLE,SANTA CRUZ,AVENIDA,VICTOR HUGO,CALLE,ANTILLAS,1291,,,,NA,,COLONIA,PORTALES NORTE,,,,3300,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,0789,16,,,,Semifijo,19.36992243,-99.14186365999998,2010-07
7613139,09011722514003551000000000U4,TACOS DE SUADERO Y PASTOR EL GUERO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,EMILIO LAURENT,CALLE,ANDRES MELLADO,CALLE,LUCIANO BECERRA,CALLE,LORENZO PÉREZ CASTRO,NA,SN,,,NA,,COLONIA,LA CONCHITA,,,,13360,9,Ciudad de México,11,Tláhuac,1,Tláhuac,065A,13,,,,Semifijo,19.2902862,-99.03444273999999,2019-11
7792695,09007722514015241000000000U6,TACOS DE SUADERO Y ANTOJITOS IRMIUX,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,AGRICULTORES,CALLE,SUR 127,CALLE,SUR 125-A,CALLE,CAMPESINOS,339,,,,NA,,COLONIA,LOS CIPRESES,,,,9810,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,1195,11,,,,Fijo,19.35441757,-99.10807977999998,2019-11
8843212,09003722514003711000000000U1,TACOS DE SUADERO Y AL PASTOR TACOMETRO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,EJE VIAL,10 SUR (AVENIDA PEDRO ENRIQUEZ UREÑA),CALLE,CERRO TLAPACOYAN,CALLE,INGENIERIA,CALLE,CERRO TRES ZAPOTES,NA,SN,,,NA,,MANZANA,COYOACAN,,,,4360,9,Ciudad de México,3,Coyoacán,1,Coyoacán,054A,19,5513709143,,,Semifijo,19.33600183,-99.17688668999999,2019-11
6956404,09005722514009711000000000U0,TACOS DE SUADERO Y CABEZA SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,EJE VIAL,3 NORTE (AVENIDA 506),CALLE,AVENIDA 553,CALLE,AVENIDA 549,AVENIDA,504,NA,SN,,,NA,,COLONIA,UNIDAD SAN JUAN DE ARAGON SEGUNDA SECCION,,,,7969,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero,2324,2,,,,Semifijo,19.45423654,-99.08574397,2019-11
804302,09007722212003891000000000U3,TACOS DE SUADERO Y BIRRIA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),CALLE,LUIS COVARRUBIAS IBARRA,CALLE,SAN FELIPE DE JESUS,CALLEJON,LUIS COVARRUBIAS IBARRA,NA,SN,,,NA,,COLONIA,BARRIO SAN MIGUEL,,,,9360,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,1246,5,5530551265,,,Semifijo,19.35091645,-99.07433036,2010-07
685183,09016722514001261000000000U1,TACOS DE SUADERO Y TRIPA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,CALZADA MEXICO TACUBA,CALLE,MAR TIRRENO,CALLE,POCITO,CALLE,MAR NEGRO,0,SN,,,0,,COLONIA,POPOTLA,,,,11400,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,0177,24,,,,Semifijo,19.45792022,-99.18275888,2014-12
8138537,09007722514016851000000000U1,TACOS DE SUADERO Y PASTOR SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,EJE VIAL,6 SUR (AVENIDA DE LAS TORRES),CALLE,SIN REFERENCIA,CALLE,MARIANO MATAMOROS,CALLE,MARIANO MATAMOROS,NA,SN,,,NA,,COLONIA,PARAJE ZACATEPEC,,,,9560,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,2530,54,,,,Semifijo,19.35441249,-99.01847441,2019-11
999620,09003722514001461000000000U5,TACOS DE TRIPA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,TOTONACAS,CALLE,REY NEZAHUALCOYOTL,CALLE,REYNA IXTLIXOCHITL,AVENIDA,AZTECAS,28,M91 L28,,,NA,,COLONIA,AJUSCO,,,,4300,9,Ciudad de México,3,Coyoacán,1,Coyoacán,0658,7,,,,Fijo,19.32509335,-99.15703182000001,2010-07
791424,09005722212023111000000000U6,TACOS DE SUADERO Y TRIPA CHAVINDA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,EJE VIAL,2 ORIENTE (HONORABLE CONGRESO DE LA UNION),CALLE,ORIENTE 95,CALLE,ORIENTE 91,CALLE,NORTE 64-A,NA,SN,MERCADO PUBLICO,PLANTA BAJA,332,,COLONIA,MARTIRES DE RIO BLANCO,MERCADO PUBLICO,RIO BLANCO,332,7880,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero,2201,16,5557711095,,,Fijo,19.46167637,-99.11284455,2010-07
7837727,09017722514006051000000000U9,TACOS DE TRIPA HERMANOS JIMENEZ,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ABRAHAM OLVERA,CALLE,ROSARIO,CALLE,SAN CIPRIAN,CALLE,GENERAL ANAYA,47,MZ.68 L.I 10,MERCADO PUBLICO,PLANTA BAJA,NA,,COLONIA,ZONA CENTRO,MERCADO PUBLICO,PLAZA MERCED 2000,MZ.68 L.I 10,15100,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,0583,5,5552220690,,,Fijo,19.42602191,-99.12298619,2019-11
743242,09017722514001971000000000U3,TACOS DE TRIPA GARCIA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,GUSTAVO DIAZ ORDAZ,CALLE,SIN REFERENCIA,CALLE,NINGUNO,CALLE,SIN REFERENCIA,1,ANDÉN S,OTRO CONGLOMERADO,ANDEN,NA,,COLONIA,AMPL ADOLFO LOPEZ MATEOS,,METRO PANTITLAN,ANDEN S,15670,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,1030,12,,,,Semifijo,19.41796832,-99.07415418,2014-12
967718,09015722514000741000000000U5,TACOS DE TRIPA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,AZTECAS,CALLE,REPUBLICA DE COSTA RICA,CALLE,REPUBLICA DE NICARAGUA,CALLE,REPÚBLICA DOMINICANA,20,,,,NA,,COLONIA,CENTRO,,,,6200,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,0659,8,5555295158,,,Fijo,19.44196637,-99.12889829,2010-07
804788,09007722212033851000000000U1,TACOS DE TRIPA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,MORELOS,CALLE,CELIO GARCIA,CALLE,JOSE INDELICATO,CALLE,JOSÉ INDELICATO,NA,SN,,,NA,,COLONIA,SANTA MARTHA ACATITLA,,,,9510,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,1138,18,,,,Semifijo,19.36213921,-99.00310866,2010-07
698509,09017722514002851000000000U6,TACOS DE TRIPA DE LA PUERTA 20,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,GENERAL ANAYA,CALLE,SANTA ESCUELA,CALLE,ROSARIO,CALLE,ROSARIO,0,SN,MERCADO PUBLICO,PLANTA BAJA,0,,COLONIA,CENTRO,MERCADO PUBLICO,MERCADO MERCED BANQUETON,9412,15810,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,0687,2,,,,Fijo,19.42809674,-99.12405955,2014-12
841821,09007722212010841001000000U9,TACOS DE TRIPA,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),CALLE,MARIANO MATAMOROS,CALLE,JUSTO SIERRA,CALLE,JAVIER MINA,NA,SN,,,NA,,COLONIA,PUEBLO SANTA CRUZ MEYEHUALCO,,,,9700,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,1763,25,,,,Semifijo,19.3436746,-99.03457831,2010-07
640374,09017722212004631000000000U1,TACOS DE TRIPA SUADERO Y LONGANIZA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,EJE VIAL,3 ORIENTE (INGENIERO EDUARDO MOLINA),AVENIDA,CIRCUNVALACION,CALLE,HERREROS,CALLE,FERROCARRIL INTEROCEÁNICO,165,SN,MERCADO PUBLICO,PLANTA BAJA,289,289 Y 298,COLONIA,MORELOS,MERCADO PUBLICO,MERCADO MORELOS,289 Y 298,15270,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,0371,8,,,,Fijo,19.43998847,-99.11416917,2010-07
680373,09005722514005431000000000U9,TACOS DE TRIPA SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,AVENIDA DE LOS PINOS,AVENIDA,VOLCAN IZTACCIHUATL,CALLE,CONSTITUCION DE LA REPUBLICA,CALLE,VOLCÁN DE QUETZALTENANGO,184,,,,NA,,COLONIA,AMPL PROVIDENCIA,,,,7560,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero,1701,20,,,,Fijo,19.48035683,-99.06653814,2014-12
9000248,09007722514009791000000000U8,TACOS DEGUISADO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,PROSPERO GARCIA,CERRADA,PROSPERO GARCIA,CALLE,PINOS,CALLE,GRANADA,1,,,,0,,PUEBLO,SANTA MARIA TOMATLAN,,,,9870,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,1867,23,,,,Fijo,19.32519152,-99.10155529,2019-11
763279,09007722212013231000000000U0,TACOS DE TRIPA Y SUADERO EL PAISA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CRISOSTOMO BONILLA,PRIVADA,GENERAL ANTONIO G. LEON,CALLE,PABLO GARCIA,CALLE,MIGUEL LIRA Y ORTEGA,NA,SN,,,NA,,COLONIA,JUAN ESCUTIA,,,,9100,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,0178,24,,,,Semifijo,19.38674432,-99.03626848,2010-07
696458,09017722514003351000000000U7,TACOS DE TRIPA LA GUERA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,NEZAHUALCOYOTL,CALLE,TONANTZIN,CALLE,AXAYACATL,CALLE,CIRCUNVALACIÓN,4,MZ 23 LT 4,,,0,,COLONIA,EL ARENAL 1RA SECC,,,,15600,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,1524,12,,,,Fijo,19.42492603,-99.06387135,2014-12
686153,09016722514002371000000000U7,TACOS DEL CUÑADO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,AVENIDA DE LOS MAESTROS,CALLE,SALVADOR DIAZ MIRON,AVENIDA,CALZADA MEXICO TACUBA,CALLE,MAESTRO RURAL,0,SN,,,0,,COLONIA,UN HOGAR PARA NOSOTROS,,,,11330,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,0088,6,,,,Semifijo,19.4463711,-99.16709691000001,2014-12
845238,09005722514004411000000000U2,TACOS DEL 11,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,SIERRA MADRE ORIENTAL,CALLE,VOLCAN POPOCATEPETL,CALLE,NINGUNO,CALLE,TRÉBOL,11,,,,NA,,COLONIA,LA PRADERA 1RA SECC,,,,7500,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero,2023,15,,,,Fijo,19.47521771,-99.06456296,2010-07
8387193,09014722514005701000000000U7,TACOS DEGUISADO GALLO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,EJE VIAL,7 SUR (MUNICIPIO LIBRE),CALLE,BELGICA,CALLE,RUMANIA,AVENIDA,VÍCTOR HUGO,0,SN,,,0,SN,COLONIA,PORTALES SUR,,,,3300,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,0774,31,,,,Semifijo,19.36873917,-99.14571484,2019-11
7733763,09015722514010331000000000U3,TACOS DEL CHEF,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,QUINTANA ROO,CALLE,CULIACAN,AVENIDA,NUEVO LEON,EJE VIAL,3 SUR (AVENIDA BAJA CALIFORNIA),149,SC8,,,8,SC,COLONIA,HIPODROMO,,,,6100,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,1430,5,,,,Fijo,19.4043075,-99.17119971000001,2019-11
913741,09012722514001891000000000U4,TACOS DEL AJUSCO MEDIO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,BOULEVARD PICACHO AJUSCO,CALLE,ENCINOS,CERRADA,CERRADA DE TEMASCALILLO,CALLE,CRUZ DEL FAROL,0,SN,,,0,,COLONIA,LOMAS DE BELVEDERE,,,,14248,9,Ciudad de México,12,Tlalpan,1,Tlalpan,1462,4,,,,Semifijo,19.27204618,-99.20610244999999,2014-12
935859,09012722514000171000000000U2,TACOS DIAFERELO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,AVENIDA PROLONGACION CANAL DE MIRAMONTES,CALLE,AVENIDA PROLONGACION CANAL DE MIRAMONTES,CALLE,RANCHO LOS COLORINES,CALLE,AVENIDA PROLONGACIÓN CANAL DE MIRAMONTES,0,SN,,,0,,COLONIA,RANCHO LOS COLORINES,,,,14386,9,Ciudad de México,12,Tlalpan,1,Tlalpan,0553,36,,,,Semifijo,19.28627653,-99.13721094000002,2014-12
1026676,09015722219026272000000000U7,TACOS DEME,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,RIO SENA,CALLE,RIO PAPALOAPAN,CALLE,RIO LERMA,CALLE,RÍO DANUBIO,87,B,,,0,,COLONIA,CUAUHTEMOC,,,,6500,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,0930,10,,TACOS.DEME@GMAIL.COM,,Fijo,19.42943409,-99.16573063,2010-07
7153217,09006722514003701000000000U5,TACOS DEL SAZON DE PATY,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,GUADALUPE,CALLE,SAN ANTONIO,CALLE,SAGRADO CORAZON,CALLE,UNIÓN,24,LOTE,,,0,,COLONIA,AGRICOLA PANTITLAN,,,,8100,9,Ciudad de México,6,Iztacalco,1,Iztacalco,001A,10,5570894480,,,Fijo,19.41527071,-99.06550675000001,2019-11
708175,09006722514000801000000000U6,TACOS DEL GALLO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ORIENTE 108,CALLE,SUR 141,CALLE,SUR 139,CALLE,ORIENTE 110,NA,SN,EDIFICIO SIN NOMBRE,PLANTA BAJA,NA,,COLONIA,GABRIEL RAMOS MILLAN SECC BRAMADERO,,,,8000,9,Ciudad de México,6,Iztacalco,1,Iztacalco,0679,3,,,,Fijo,19.39172947,-99.09840754,2014-12
897368,09015722514004561000000000U3,TACOS DIEGO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,FRAY SERVANDO TERESA DE MIER,CALLE,CALLEJON SAN SALVADOR EL VERDE,CALLE,5 DE FEBRERO,CALLE,SAN SALVADOR EL VERDE,0,SN,,,0,,COLONIA,CENTRO (ÁREA 8),,,,6080,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,1055,17,,,,Semifijo,19.42382543,-99.13631093,2014-12
1050583,09011722514001291000000000U9,TACOS DIANA PAOLA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MIGUEL HIDALGO,CALLE,MARIANO ESCOBEDO,CERRADA,NINGUNO,CALLEJON,CUARTO TLÁHUAC,12,BIS,,,0,,PUEBLO,SAN FRANCISCO TLALTENCO,,,,13400,9,Ciudad de México,11,Tláhuac,1,Tláhuac,0147,19,,,,Fijo,19.29807473,-99.01843949999999,2010-07
7729862,09012722514005011000000000U5,TACOS DON  MAGO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CONTOY,CERRADA,TIXKOKOB,CERRADA,CERRADA DE CONTOY,CALLE,AKIL,NA,SN,,,NA,,COLONIA,HEROES DE PADIERNA,,,,14200,9,Ciudad de México,12,Tlalpan,1,Tlalpan,0835,18,,,,Fijo,19.2786835,-99.22013579,2019-11
8435902,09007722514013391000000000U1,TACOS DOMA MARIA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,RIO LERMA,CALLE,RIO PERITAS,CALLE,JESUS GARIBAY,CALLE,RÍO CHURUBUSCO,9,,,,NA,,COLONIA,PUENTE BLANCO,,,,9770,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,4062,22,,,,Fijo,19.32690836,-99.06212607,2019-11
937717,09013722514000691000000000U7,TACOS DON BETO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,HELIOTROPO,CALLE,NUEVA CARRETERA XOCHIMILCO-TULYEHUALCO (16 DE SEPTIEMBRE),PRIVADA,TERCERA HELIOTROPO,CALLE,CAMINO A NATIVITAS,20,,,,NA,,BARRIO,XALTOCAN,,,,16090,9,Ciudad de México,13,Xochimilco,1,Xochimilco,0334,6,5527698908,,,Fijo,19.25346253,-99.10490142,2014-12
693879,09017722514004491000000000U9,TACOS DON BENJA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ALFARERIA,CALLE,PELUQUEROS,CALLE,PINTORES,CALLE,JARCIERÍA,38,,,,0,,COLONIA,MORELOS,,,,15270,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,0210,7,,,,Fijo,19.44801283,-99.12390817000002,2014-12
7337581,09017722514007821000000000U4,TACOS DON BETO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,GENERAL FRANCISCO MORAZAN,CALLE,31,CALLE,33,AVENIDA,10,0,SN,,,0,,COLONIA,IGNACIO ZARAGOZA,,,,15000,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,1219,8,,,,Semifijo,19.41340361,-99.09210486,2019-11
